ticket_id,timestamp,canal,categoria_cliente,intencao,tamanho_msg,tempo_resposta_seg,satisfacao
1152,2024-01-16 06:16:00,App Android,Standard,Dúvida Produto,1770,30.30223138003798,5.0
1153,2024-01-17 12:16:00,App Android,Free,Dúvida Produto,75,101.43954359699217,4.0
1154,2024-01-21 21:20:00,WhatsApp,Standard,Elogio,112,36.471201276377684,4.0
1155,2024-01-01 21:46:00,WhatsApp,Standard,Dúvida Produto,79,28.033577098392005,5.0
1156,2024-01-05 16:56:00,WhatsApp,Premium,Reclamação,193,5.174968098259633,5.0
1157,2024-01-19 22:11:00,Web,Standard,Suporte Técnico,143,62.731093596218,4.0
1158,2024-01-07 13:54:00,WhatsApp,Free,Dúvida Produto,66,111.75627619503545,4.0
1159,2024-01-28 23:34:00,App iOS,Free,Dúvida Produto,144,89.39223393484222,5.0
1160,2024-01-16 05:59:00,Web,Standard,Elogio,23,27.965218374432606,4.0
1161,2024-01-04 20:10:00,Web,Standard,Reclamação,233,37.00070995921925,5.0
1162,2024-01-21 08:40:00,Web,Free,Suporte Técnico,56,220.4403787696547,3.0
1163,2024-01-03 14:28:00,WhatsApp,Free,Elogio,213,52.334402296515194,5.0
1164,2024-01-23 04:48:00,App Android,Free,Elogio,66,62.904562901849815,4.0
1165,2024-01-23 14:42:00,App iOS,Standard,Reclamação,98,32.51188812490143,4.0
1166,2024-01-10 09:45:00,WhatsApp,Standard,Suporte Técnico,73,73.9966358760791,4.0
1167,2024-01-01 11:03:00,App Android,Free,Reclamação,125,116.18381661892599,
1168,2024-01-25 03:26:00,Web,Premium,Suporte Técnico,38,32.00048487146867,4.0
1169,2024-01-06 13:14:00,App Android,Free,Reclamação,16,84.42898628393169,5.0
1170,2024-01-20 11:01:00,App iOS,Standard,Elogio,204,24.692981561639883,4.0
1171,2024-01-22 01:03:00,Web,Free,Elogio,232,80.62930480175186,5.0
1172,2024-01-03 07:04:00,WhatsApp,Premium,Financeiro,66,9.324288296239128,5.0
1173,2024-01-28 07:53:00,WhatsApp,Free,Dúvida Produto,50,83.05767604709042,4.0
1174,2024-01-13 06:35:00,Web,Standard,Reclamação,79,29.68878681738059,5.0
1175,2024-01-17 14:58:00,App iOS,Free,Financeiro,39,87.54604483561769,4.0
1176,2024-01-17 10:24:00,WhatsApp,Premium,Dúvida Produto,117,21.44865979119843,5.0
1177,2024-01-02 03:16:00,WhatsApp,Free,Reclamação,71,123.00272238918566,4.0
1178,2024-01-14 22:40:00,App Android,Free,Suporte Técnico,64,191.20952380675115,5.0
1179,2024-01-20 06:08:00,App Android,Free,Dúvida Produto,60,53.20913949625327,3.0
1180,2024-01-19 13:36:00,Web,Free,Elogio,86,88.21439364723199,4.0
1181,2024-01-20 21:53:00,WhatsApp,Free,Financeiro,72,96.77718248707117,4.0
1182,2024-01-27 01:05:00,WhatsApp,Free,Dúvida Produto,88,74.51128667910896,5.0
1183,2024-01-01 14:14:00,WhatsApp,Standard,Dúvida Produto,56,25.134146196445663,5.0
1184,2024-01-18 01:08:00,App Android,Free,Elogio,176,118.48598944762558,4.0
1185,2024-01-27 19:43:00,WhatsApp,Standard,Reclamação,117,28.454690573128175,5.0
1186,2024-01-06 03:12:00,Web,Premium,Suporte Técnico,88,42.46687639271804,5.0
1187,2024-01-15 23:16:00,WhatsApp,Premium,Elogio,43,12.209082906436665,5.0
1188,2024-01-27 18:39:00,Web,Standard,Suporte Técnico,169,74.1458931191281,4.0
1189,2024-01-19 06:29:00,App iOS,Free,Reclamação,58,83.94590963457877,5.0
1190,2024-01-16 05:19:00,App Android,Free,Dúvida Produto,97,77.84328170154082,5.0
1191,2024-01-04 10:11:00,WhatsApp,Free,Suporte Técnico,60,276.98851851847616,4.0
1192,2024-01-23 21:30:00,WhatsApp,Free,Financeiro,143,65.00021382660574,5.0
1193,2024-01-09 19:28:00,WhatsApp,Standard,Financeiro,59,31.80034095306774,4.0
1194,2024-01-18 14:22:00,App Android,Premium,Elogio,145,13.934635033528505,5.0
1195,2024-01-26 19:17:00,App Android,Standard,Reclamação,52,32.488946892215246,5.0
1196,2024-01-02 14:47:00,Web,Standard,Elogio,20,27.950540206689855,5.0
1197,2024-01-29 07:32:00,App iOS,Premium,Elogio,56,17.60157918575682,4.0
1198,2024-01-29 03:45:00,App iOS,Standard,Elogio,110,24.36178441048709,4.0
1199,2024-01-01 03:17:00,WhatsApp,Free,Financeiro,37,110.83595745015562,4.0
1200,2024-01-17 07:49:00,App Android,Free,Financeiro,82,89.48155149586042,5.0
1201,2024-01-25 02:18:00,Web,Free,Elogio,82,66.08695447772777,5.0
1202,2024-01-11 11:27:00,WhatsApp,Free,Financeiro,258,102.24387820625083,4.0
1203,2024-01-16 17:51:00,Web,Free,Reclamação,49,86.42070461668229,5.0
1204,2024-01-18 11:44:00,WhatsApp,Standard,Elogio,241,19.752972443162733,4.0
1205,2024-01-20 08:08:00,WhatsApp,Free,Financeiro,49,95.98442550765967,4.0
1206,2024-01-30 05:47:00,App iOS,Free,Suporte Técnico,131,270.2968071874965,3.0
1207,2024-01-15 08:26:00,WhatsApp,Premium,Elogio,74,18.846407221080394,4.0
1208,2024-01-11 21:48:00,App iOS,Standard,Elogio,66,27.729888704401404,5.0
1209,2024-01-19 07:30:00,WhatsApp,Free,Reclamação,30,92.61572499586327,4.0
1210,2024-01-02 22:51:00,WhatsApp,Standard,Dúvida Produto,131,30.30321805675747,5.0
1211,2024-01-05 13:06:00,WhatsApp,Free,Dúvida Produto,173,116.81644736828436,4.0
1212,2024-01-25 03:14:00,WhatsApp,Free,Reclamação,128,75.4112055172803,5.0
1213,2024-01-21 23:26:00,App iOS,Premium,Reclamação,56,13.606021643386375,5.0
1214,2024-01-29 13:06:00,WhatsApp,Standard,Reclamação,71,24.99167814330116,5.0
1215,2024-01-08 22:11:00,Web,Standard,Dúvida Produto,80,21.305096861322678,5.0
1216,2024-01-03 00:31:00,Web,Premium,Reclamação,138,15.743361543156245,5.0
1217,2024-01-02 04:54:00,App iOS,Premium,Financeiro,188,19.80389499533276,4.0
1218,2024-01-13 15:47:00,App Android,Free,Elogio,76,86.4272797467289,4.0
1219,2024-01-07 00:40:00,App iOS,Standard,Elogio,22,24.708620270741193,5.0
1220,2024-01-14 10:40:00,WhatsApp,Free,Suporte Técnico,22,233.40868660044308,4.0
1221,2024-01-13 17:43:00,WhatsApp,Standard,Suporte Técnico,52,83.83677268158984,5.0
1222,2024-01-04 23:59:00,WhatsApp,Free,Elogio,168,87.1854635261417,5.0
1223,2024-01-17 00:38:00,Web,Standard,Financeiro,1995,38.42121199172506,5.0
1224,2024-01-25 09:53:00,WhatsApp,Standard,Dúvida Produto,143,25.125828634274868,4.0
1225,2024-01-08 17:11:00,Web,Free,Dúvida Produto,54,84.83454654277747,4.0
1226,2024-01-27 01:04:00,Web,Free,Financeiro,67,95.32778228717332,5.0
1227,2024-01-02 06:02:00,WhatsApp,Premium,Dúvida Produto,165,16.178891257853483,4.0
1228,2024-01-06 15:55:00,App iOS,Free,Reclamação,248,90.8501056613669,4.0
1229,2024-01-06 15:20:00,WhatsApp,Standard,Elogio,167,22.32948046585711,5.0
1230,2024-01-28 08:24:00,WhatsApp,Standard,Elogio,167,44.028068425237976,4.0
1231,2024-01-16 05:18:00,App iOS,Premium,Financeiro,53,14.2920902548617,5.0
1232,2024-01-15 04:45:00,Web,Premium,Dúvida Produto,139,15.330802555753971,5.0
1233,2024-01-22 01:06:00,App iOS,Free,Suporte Técnico,33,252.75424919278413,4.0
1234,2024-01-12 13:26:00,Web,Standard,Suporte Técnico,183,65.45241956025706,4.0
1235,2024-01-22 13:45:00,WhatsApp,Standard,Dúvida Produto,116,30.341558525224656,5.0
1236,2024-01-18 11:59:00,App Android,Free,Suporte Técnico,76,194.52643930560174,3.0
1237,2024-01-30 03:36:00,App iOS,Free,Financeiro,17,97.47991334653615,5.0
1238,2024-01-12 08:51:00,App iOS,Premium,Financeiro,74,14.171932054333292,4.0
1239,2024-01-09 05:15:00,WhatsApp,Free,Dúvida Produto,91,94.83693349148403,5.0
1240,2024-01-02 10:09:00,Web,Premium,Suporte Técnico,98,29.65096990135799,4.0
1241,2024-01-22 22:56:00,WhatsApp,Free,Financeiro,76,75.0795041878883,3.0
1242,2024-01-27 12:31:00,WhatsApp,Free,Financeiro,62,65.42746781657756,4.0
1243,2024-01-15 12:52:00,App Android,Free,Reclamação,48,77.21045857212826,4.0
1244,2024-01-21 17:35:00,WhatsApp,Premium,Reclamação,248,7.279427268905581,5.0
1245,2024-01-05 23:18:00,App Android,Premium,Financeiro,293,14.07869938293652,4.0
1246,2024-01-30 20:56:00,Web,Standard,Dúvida Produto,106,26.794558368222443,4.0
1247,2024-01-06 03:20:00,WhatsApp,Standard,Elogio,51,30.905465781750415,
1248,2024-01-30 14:42:00,Web,Standard,Elogio,41,30.267646346605737,4.0
1249,2024-01-11 12:31:00,App Android,Free,Financeiro,76,112.62743583265927,4.0
1250,2024-01-01 19:14:00,App iOS,Standard,Financeiro,286,45.56586110864467,5.0
1251,2024-01-04 02:59:00,App Android,Standard,Financeiro,110,36.82523407890381,5.0
1252,2024-01-05 08:55:00,App iOS,Free,Dúvida Produto,195,81.84406339124841,4.0
1253,2024-01-09 11:03:00,App iOS,Standard,Reclamação,192,27.03965550174066,4.0
1254,2024-01-21 08:19:00,App Android,Free,Financeiro,142,105.63593476240287,4.0
1255,2024-01-09 22:34:00,WhatsApp,Premium,Financeiro,39,9.949965916281503,4.0
1256,2024-01-23 17:11:00,Web,Standard,Suporte Técnico,193,70.27195610754782,4.0
1257,2024-01-04 20:19:00,WhatsApp,Premium,Dúvida Produto,36,14.285541194868426,5.0
1258,2024-01-30 10:45:00,App Android,Premium,Financeiro,53,16.752394454456436,5.0
1259,2024-01-02 18:37:00,App Android,Free,Suporte Técnico,113,252.62398557633512,4.0
1260,2024-01-27 15:20:00,WhatsApp,Premium,Elogio,71,12.766318378820912,5.0
1261,2024-01-12 10:42:00,App iOS,Free,Financeiro,1680,82.5412920893067,4.0
1262,2024-01-02 12:40:00,App Android,Standard,Financeiro,34,32.67062552899624,
1263,2024-01-03 01:21:00,WhatsApp,Standard,Suporte Técnico,53,63.01619016121853,4.0
1264,2024-01-15 19:57:00,Web,Free,Dúvida Produto,139,111.7101318259371,3.0
1265,2024-01-09 07:29:00,App Android,Premium,Financeiro,429,16.827525700320724,5.0
1266,2024-01-02 23:49:00,WhatsApp,Free,Elogio,222,93.08717186750718,5.0
1267,2024-01-20 21:23:00,App iOS,Free,Financeiro,27,97.03693076905655,4.0
1268,2024-01-18 04:16:00,WhatsApp,Free,Elogio,76,81.5959688950656,4.0
1269,2024-01-27 17:07:00,App Android,Free,Reclamação,59,78.72675440062287,4.0
1270,2024-01-17 04:48:00,App Android,Premium,Reclamação,91,13.725833351583837,5.0
1271,2024-01-18 23:16:00,App Android,Standard,Elogio,112,32.9998001535591,4.0
1272,2024-01-15 18:55:00,Web,Standard,Dúvida Produto,62,31.20608988425192,5.0
1273,2024-01-03 18:27:00,App Android,Free,Financeiro,177,82.39113972553122,4.0
1274,2024-01-16 13:19:00,App Android,Free,Financeiro,197,103.49247137953779,4.0
1275,2024-01-24 14:26:00,WhatsApp,Standard,Reclamação,190,28.956321465983077,4.0
1276,2024-01-15 12:00:00,App Android,Free,Elogio,47,77.52040657939497,5.0
1277,2024-01-04 06:55:00,WhatsApp,Premium,Financeiro,116,15.763024527895562,5.0
1278,2024-01-04 03:55:00,Web,Free,Financeiro,179,71.76546879078892,5.0
1279,2024-01-30 02:34:00,WhatsApp,Standard,Dúvida Produto,158,19.876657500385793,5.0
1280,2024-01-29 08:18:00,WhatsApp,Free,Suporte Técnico,151,224.77029409956313,4.0
1281,2024-01-14 18:30:00,WhatsApp,Free,Reclamação,225,78.1665517132041,4.0
1282,2024-01-13 02:29:00,App iOS,Standard,Reclamação,67,28.475073883980905,4.0
1283,2024-01-05 18:53:00,WhatsApp,Premium,Suporte Técnico,23,30.249503113916628,5.0
1284,2024-01-10 23:33:00,App iOS,Premium,Financeiro,75,18.62679641910771,5.0
1285,2024-01-03 09:16:00,WhatsApp,Standard,Dúvida Produto,78,26.03104353643117,5.0
1286,2024-01-07 01:54:00,WhatsApp,Standard,Dúvida Produto,390,27.40800373097514,4.0
1287,2024-01-08 09:57:00,Web,Free,Reclamação,58,96.80189881649822,4.0
1288,2024-01-05 02:15:00,App iOS,Free,Dúvida Produto,195,65.2209426301917,4.0
1289,2024-01-14 16:58:00,WhatsApp,Free,Suporte Técnico,343,159.72526020380832,3.0
1290,2024-01-22 08:26:00,App iOS,Premium,Financeiro,296,16.142858507080238,4.0
1291,2024-01-23 11:12:00,App Android,Free,Suporte Técnico,92,204.97735662920238,4.0
1292,2024-01-28 15:10:00,App iOS,Free,Elogio,159,73.77308807590519,4.0
1293,2024-01-30 02:39:00,WhatsApp,Premium,Reclamação,109,16.81011951884196,5.0
1294,2024-01-04 21:20:00,WhatsApp,Free,Dúvida Produto,51,75.38541013605612,5.0
1295,2024-01-21 05:24:00,App Android,Free,Elogio,216,85.05877860811935,5.0
1296,2024-01-20 04:43:00,WhatsApp,Premium,Dúvida Produto,138,12.311608596082461,5.0
1297,2024-01-29 07:24:00,App Android,Standard,Financeiro,46,31.820623117498943,5.0
1298,2024-01-07 06:07:00,Web,Standard,Financeiro,71,37.992457156300645,4.0
1299,2024-01-26 23:30:00,App Android,Premium,Financeiro,83,9.416880212003656,4.0
1300,2024-01-29 02:07:00,App iOS,Free,Dúvida Produto,199,92.02783839751163,5.0
1301,2024-01-06 16:48:00,App Android,Free,Elogio,38,105.4185919539543,4.0
1302,2024-01-13 21:49:00,WhatsApp,Free,Financeiro,38,82.41340054849609,4.0
1303,2024-01-13 02:53:00,App iOS,Standard,Elogio,108,23.21374575422469,5.0
1304,2024-01-26 03:32:00,Web,Standard,Dúvida Produto,44,32.525781162764424,5.0
